sess_num;sess_type;n_trials;seq_keys;seq_type;sequence_string;seq_train;seq_color;seq_permutation;seq_order;paced;instruct
5;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 1, 0];0;0;0
5;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 1, 0];2;1;1
5;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 1, 0];1;1;0
5;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 1, 0];0;1;0
6;testing;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 1, 2];0;1;1
6;testing;15;1 2 3 4;type1;1 2 4 - 2 3 - 1 3 4 - 1 2 - 2 3 4;untrained;#911eb4;[0, 1, 2];3;1;0
6;testing;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 1, 2];1;1;0
6;testing;15;1 2 3 4;type1;1 3 4 - 2 3 - 4 - 1 2 - 3;untrained;#e6194b;[0, 1, 2];4;1;0
6;testing;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 1, 2];2;1;0
6;testing;15;1 2 3 4;type1;2 3 4 - 1 4 - 3 - 1 2 - 1 3 4;untrained;#3cb44b;[0, 1, 2];5;1;0
7;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 2, 1];0;0;1
7;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 2, 1];2;0;0
7;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 2, 1];1;0;0
7;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 2, 1];0;1;1
7;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 2, 1];2;1;0
7;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 2, 1];1;1;0
8;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 0, 2];1;0;1
8;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 0, 2];0;0;0
8;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 0, 2];2;0;0
8;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 0, 2];1;1;1
8;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 0, 2];0;1;0
8;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 0, 2];2;1;0
9;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 2, 0];1;0;1
9;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 2, 0];2;0;0
9;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 2, 0];0;0;0
9;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 2, 0];1;1;1
9;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 2, 0];2;1;0
9;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 2, 0];0;1;0
10;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 0, 1];2;0;1
10;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 0, 1];0;0;0
10;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 0, 1];1;0;0
10;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 0, 1];2;1;1
10;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 0, 1];0;1;0
10;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 0, 1];1;1;0
11;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 1, 0];2;0;1
11;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 1, 0];1;0;0
11;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 1, 0];0;0;0
11;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 1, 0];2;1;1
11;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 1, 0];1;1;0
11;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 1, 0];0;1;0
12;testing;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 1, 2];0;1;1
12;testing;15;1 2 3 4;type1;1 2 4 - 2 3 - 1 3 4 - 1 2 - 2 3 4;untrained;#911eb4;[0, 1, 2];3;1;0
12;testing;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 1, 2];1;1;0
12;testing;15;1 2 3 4;type1;1 3 4 - 2 3 - 4 - 1 2 - 3;untrained;#e6194b;[0, 1, 2];4;1;0
12;testing;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 1, 2];2;1;0
12;testing;15;1 2 3 4;type1;2 3 4 - 1 4 - 3 - 1 2 - 1 3 4;untrained;#3cb44b;[0, 1, 2];5;1;0
13;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 2, 1];0;0;1
13;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 2, 1];2;0;0
13;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 2, 1];1;0;0
13;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 2, 1];0;1;1
13;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 2, 1];2;1;0
13;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 2, 1];1;1;0
14;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 0, 2];1;0;1
14;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 0, 2];0;0;0
14;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 0, 2];2;0;0
14;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 0, 2];1;1;1
14;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 0, 2];0;1;0
14;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 0, 2];2;1;0
15;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 2, 0];1;0;1
15;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 2, 0];2;0;0
15;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 2, 0];0;0;0
15;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 2, 0];1;1;1
15;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 2, 0];2;1;0
15;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 2, 0];0;1;0
16;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 0, 1];2;0;1
16;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 0, 1];0;0;0
16;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 0, 1];1;0;0
16;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 0, 1];2;1;1
16;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 0, 1];0;1;0
16;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 0, 1];1;1;0
17;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 1, 0];2;0;1
17;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 1, 0];1;0;0
17;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 1, 0];0;0;0
17;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 1, 0];2;1;1
17;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 1, 0];1;1;0
17;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 1, 0];0;1;0
18;testing;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 1, 2];0;1;1
18;testing;15;1 2 3 4;type1;1 2 4 - 2 3 - 1 3 4 - 1 2 - 2 3 4;untrained;#911eb4;[0, 1, 2];3;1;0
18;testing;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 1, 2];1;1;0
18;testing;15;1 2 3 4;type1;1 3 4 - 2 3 - 4 - 1 2 - 3;untrained;#e6194b;[0, 1, 2];4;1;0
18;testing;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 1, 2];2;1;0
18;testing;15;1 2 3 4;type1;2 3 4 - 1 4 - 3 - 1 2 - 1 3 4;untrained;#3cb44b;[0, 1, 2];5;1;0
19;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 2, 1];0;0;1
19;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 2, 1];2;0;0
19;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 2, 1];1;0;0
19;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 2, 1];0;1;1
19;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 2, 1];2;1;0
19;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 2, 1];1;1;0
20;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 0, 2];1;0;1
20;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 0, 2];0;0;0
20;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 0, 2];2;0;0
20;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 0, 2];1;1;1
20;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 0, 2];0;1;0
20;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 0, 2];2;1;0
21;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 2, 0];1;0;1
21;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 2, 0];2;0;0
21;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 2, 0];0;0;0
21;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[1, 2, 0];1;1;1
21;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[1, 2, 0];2;1;0
21;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[1, 2, 0];0;1;0
22;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 0, 1];2;0;1
22;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 0, 1];0;0;0
22;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 0, 1];1;0;0
22;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 0, 1];2;1;1
22;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 0, 1];0;1;0
22;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 0, 1];1;1;0
23;training;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 1, 0];2;0;1
23;training;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 1, 0];1;0;0
23;training;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 1, 0];0;0;0
23;training;5;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[2, 1, 0];2;1;1
23;training;5;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[2, 1, 0];1;1;0
23;training;5;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[2, 1, 0];0;1;0
24;testing;15;1 2 3 4;type1;1 2 3 - 3 4 - 1 - 2 4 - 1 3 4;trained;#ffe119;[0, 1, 2];0;1;1
24;testing;15;1 2 3 4;type1;1 2 4 - 2 3 - 1 3 4 - 1 2 - 2 3 4;untrained;#911eb4;[0, 1, 2];3;1;0
24;testing;15;1 2 3 4;type1;1 2 3 - 2 4 - 1 - 3 4 - 1 2 4;trained;#f58231;[0, 1, 2];1;1;0
24;testing;15;1 2 3 4;type1;1 3 4 - 2 3 - 4 - 1 2 - 3;untrained;#e6194b;[0, 1, 2];4;1;0
24;testing;15;1 2 3 4;type1;2 3 4 - 1 3 - 2 - 3 4 - 1 2 3;trained;#46f0f0;[0, 1, 2];2;1;0
24;testing;15;1 2 3 4;type1;2 3 4 - 1 4 - 3 - 1 2 - 1 3 4;untrained;#3cb44b;[0, 1, 2];5;1;0
